ID,Nama Makanan,Kategori,Jumlah Sajian,Per Sajian,Energi,Energi dari lemak,Energi dari lemak jenuh,Karbohidrat total,Karbohidrat lain,Protein,Lemak total,Lemak jenuh,Lemak tidak jenuh ganda,Lemak tidak jenuh tunggal,Lemak trans,Kolesterol,Serat pangan,Serat pangan larut,Serat pangan tidak larut,Gula,Gula alkohol,Air,Abu,Vitamin A,B0Karoten,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Folat,Biotin,Kolin,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Kalsium,Fosfor,Magnesium,Natrium,Kalium,Besi,Seng,Tembaga,Mangan,Iodium,Selenium,Fluor,Kromium,L0Karnitin,Myo0Inositol,Asam linoleat,Asam a0linolenat
105,Artisan Black Choco,First Wish Bakery,100.0,g,297.0,,,41.0,,8.0,11.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Artisan Ramen,OMOIDE,1.0,porsi (50 g),170.0,,,35.0,,5.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1380.0,,,,,,,,,,,,,
107,Asian Green,Rejuve,1.0,takaran saji (250 ml),90.0,,,21.0,,1.0,0.0,0.0,,,,0.0,6.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
108,Asian’S Favorite,Hadi Kitchen,1.0,porsi,461.0,,,41.0,,36.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Aurora,Nakedpress,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Authentique,Yoforia,1.0,botol (200 ml),130.0,,,25.0,,3.0,2.0,1.5,,,,5.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
111,Ayam,Daging,100.0,gram (g),237.0,,,0.0,,27.07,13.49,3.758,2.945,5.296,,87.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,404.0,221.0,,,,,,,,,,,,
112,Ayam (Kulit tidak Dimakan),Daging,100.0,gram (g),188.0,,,0.0,,28.69,7.35,2.023,1.676,2.638,,88.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,408.0,241.0,,,,,,,,,,,,
"113,Ayam Bakar Bumbu Rujak,Bamboe,1.0,""porsi (11,5 g)"",30.0,,,4.0,,1.0,1.0,1.0,,,,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,360.0,60.0,,,,,,,,,,,,"
114,Ayam Bawang,Fitmee,1.0,porsi (71 g),30.0,,,7.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1150.0,0.0,,,,,,,,,,,,
115,Ayam Bawang,Sarimi,1.0,porsi (75 g),340.0,,,47.0,,6.0,13.0,7.0,,,,0.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,
116,Ayam Betutu Sambal Matah with Nasi Kuning + Tempe Orek,Yellow Fit Kitchen,1.0,serving,516.0,,,68.0,,34.0,12.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Ayam Bumbu Hitam Madura with Nasi Tutug Oncom + Tempe Goreng Bawang,Yellow Fit Kitchen,1.0,serving,503.0,,,57.0,,35.0,15.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ayam Bumbu Rujak,Mad About Protein,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Ayam Cabe Ijo,Mad About Protein,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"120,Ayam Goreng Kalasan,Bamboe,1.0,""porsi (13,7 g)"",50.0,,,9.0,,1.0,1.5,0.5,,,,0.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,750.0,45.0,,,,,,,,,,,,"
"121,""Ayam Goreng Kalasan, Paha"",Beeru,100.0,g,275.0,,,1.3,,37.4,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,322.0,,,,,,,,,,,,"
122,Ayam Goreng Mentega,Indofood,1.0,porsi (10 g),35.0,,,6.0,,0.0,1.5,0.5,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,
123,Ayam Goreng tanpa Pelapis (Kulit Dimakan),Daging,100.0,gram (g),260.0,,,0.0,,28.62,15.35,4.146,3.485,6.096,,107.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,420.0,233.0,,,,,,,,,,,,
124,Ayam Gulai Padang Fit with Nasi Gurih and Perkedel Kentang,Healthy Go,1.0,serving,442.0,,,46.0,,34.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Ayam Nugget Rendah Lemak,Makanan Cepat Saji,1.0,nugget,35.0,,,2.48,,3.47,1.14,0.299,0.271,0.448,,9.0,0.1,,,0.1,,,,,,,,,,,,,,,,,,,,,,85.0,29.0,,,,,,,,,,,,
126,Ayam Opor Gudeg Jogja With Nasi Gurih And Healthy Krecek,Healthy Go,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ayam Panggang,Daily Intake,1.0,porsi (130 g),178.0,,,7.5,,25.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Ayam Panggang Bawang,Daily Intake,1.0,porsi (130 g),178.0,,,7.5,,25.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Ayam Panggang Bawang,Dailymeal,1.0,serving (130 g),178.0,,,7.5,,25.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Ayam Panggang Bumbu Madura with Red Grain Rice,Yellow Fit,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Ayam Pedas Korea,Sarimi,1.0,bungkus (120 g),560.0,,,77.0,,10.0,24.0,12.0,,,,,4.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,1230.0,,,,,,,,,,,,,
132,Ayam Pop with Nyonya Herb Rice + Tahu Bumbu Rendang,Yellow Fit Kitchen,1.0,serving,503.0,,,57.0,,35.0,15.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Ayam Rempah with Nasi Kebuli and Emping,Healthy Go,1.0,serving,616.0,,,46.0,,61.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Ayam Rendang,Daily Intake,1.0,porsi (130 g),242.0,,,23.1,,27.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Ayam Richeesy Pedas Saus Keju with Red Grain Rice + Cream Soup,Yellow Fit Kitchen,1.0,serving,539.0,,,68.0,,33.0,15.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Ayam Suwir,Healthi,100.0,g,180.0,,,6.0,,30.0,3.5,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1680.0,,,,,,,,,,,,,
137,Ayam Udang Kribo,Umia-Mi,1.0,porsi (90 g),200.0,,,15.0,,15.0,9.0,3.5,,,,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,710.0,,,,,,,,,,,,,
138,Ayam Udang Saos Padang,Mad About Protein,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,B'day Cookie,Nextar,1.0,porsi (30 g),160.0,,,18.0,,1.0,10.0,5.0,,,,0.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
140,BBQ Sauce,Remia,100.0,g,106.0,,,23.0,,1.4,0.6,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,BEAZT Whey Concentrate Japanese Matcha,Fitlife,1.0,porsi (41 g),170.0,,,12.0,,25.0,3.0,1.0,,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
142,BISKUIT KENTANG Rasa BBQ,Gery,1.0,porsi  (15 g),70.0,,,11.0,,1.0,2.5,1.0,,,,0.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
143,BUTTER COCONUT,Aim Biscuits,5.0,keping (20 g),90.0,,,15.0,,1.0,3.0,1.5,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
144,Babi Panggang (Hanya Daging yang Dimakan),Daging,100.0,gram (g),208.0,,,0.0,,28.45,9.57,3.489,0.755,4.294,,81.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,289.0,423.0,,,,,,,,,,,,
145,Babybel Mini Original Cheese,Babybel,1.0,piece  (20 g),70.0,,,0.0,,4.0,5.0,3.5,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,10.0,,,,,,,,,,,,
146,Bagel Gandum,Roti & Sereal,1.0,reguler/biasa,300.0,,,61.33,,10.93,1.47,0.225,0.591,0.187,,0.0,4.6,,,1.9,,,,,,,,,,,,,,,,,,,,,,534.0,198.0,,,,,,,,,,,,
147,Bagel Kismis Kayu Manis,Roti & Sereal,1.0,roti bagel (diameter 10 cm),243.0,,,49.13,,8.72,1.51,0.244,0.597,0.156,,0.0,2.0,,,5.32,,,,,,,,,,,,,,,,,,,,,,287.0,132.0,,,,,,,,,,,,
148,Bagel Multigrain,Roti & Sereal,1.0,reguler/biasa,272.0,,,55.08,,11.84,1.34,0.192,0.538,0.192,,0.0,7.7,,,3.41,,,,,,,,,,,,,,,,,,,,,,520.0,389.0,,,,,,,,,,,,
149,Bagel Panggang,Roti & Sereal,100.0,gram (g),288.0,,,57.11,,11.14,1.72,0.283,0.944,0.418,,0.0,2.6,,,5.82,,,,,,,,,,,,,,,,,,,,,,480.0,85.0,,,,,,,,,,,,
150,Bagelen,Paroti,1.0,piece (9 g),45.0,,,5.5,,1.0,2.5,1.25,,,,,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
151,Bagelen,Kartika Sari,1.0,porsi (18 g),90.0,,,12.0,,2.0,4.0,,,,,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,,,,,,,,,,,,
152,Bagelen Almond,Kartika Sari,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Bagelen Butter,Kartika Sari,1.0,kemasan (18 g),100.0,,,11.0,,2.0,5.0,2.5,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
154,Bagelen Butter Flavour,Kartika Toast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Bagelen Cheese,Kartika Toast,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"156,Bagelen Cheese,Paroti,1.0,""porsi (19,5 g)"",100.0,,,12.0,,2.0,5.0,3.0,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,"
157,Bagelen Vanilla,Paroti,1.0,sachet (18 g),100.0,,,10.0,,2.0,6.0,3.0,,,,0.0,0.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.0,,,,,,,,,,,,
158,Baguette Small,De Bakker,1.0,porsi (38 g),106.0,,,21.0,,4.0,1.0,,,,,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,
"159,Bahu Daging Babi Panggang,Daging,1.0,""irisan tipis (berdiameter sekitar 7,5 cm x 0,3 cm)"",41.0,,,0.0,,3.25,2.98,1.096,0.286,1.32,,13.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,32.0,46.0,,,,,,,,,,,,"
160,Baked Cheesecake Flavour,Pocky,1.0,porsi (33 g),160.0,,,22.0,,2.0,7.0,6.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
161,Baked Fish in XO Sauce with Hainanese Rice + Garlic Tofu,Yellow Fit Kitchen,1.0,serving,481.0,,,61.0,,30.0,13.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"162,Baked Rice Chicken Mushroom,Easy Peasy,1.0,""porsi (325,7 g)"",281.0,,,23.6,,23.8,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
163,Bakmi,GaGa,1.0,porsi (67 g),240.0,,,50.0,,9.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,
164,Bakmi Ayam Jamur,Bakmi Mewah,1.0,porsi (50 g),210.0,,,20.0,,6.0,12.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,
165,Bakmi Sambal Matah,Bakmi Mewah,1.0,bungkus (139 g),560.0,,,61.0,,17.0,28.0,9.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Bakmi Sop Buntut,Bakmi Mewah,1.0,bungkus (122 g),460.0,,,54.0,,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Bakmie Ayam Sultan Special,Yellow Fit,1.0,porsi,505.0,,,63.0,,34.0,18.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Bakpao Daging Ayam,Beeru,100.0,g,270.0,,,31.0,,18.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Bakpia,Bakpia Pathok 25,1.0,porsi,75.0,,,11.92,,2.4,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Bakpia Cokelat,Bakpia Pathok 25,1.0,biji (50 g),260.0,,,27.0,,4.0,15.0,10.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,
171,Bakpia Isi Abon Ayam,Narosa,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Bakpia Kacang Hijau,Bakpia Pathok 25,1.0,buah (60 g),210.0,,,27.0,,5.0,9.0,8.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
173,Bakpia Keju,Bakpia Pathok 25,1.0,buah (25 g),125.0,,,26.0,,4.0,15.0,10.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
174,Bakpia Pathok,Bakpia Pathok 25,1.0,takaran saji (60 g),210.0,,,27.0,,5.0,9.0,8.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
175,Bakpia Premium Coklat,Bakpia Pathok 25,1.0,porsi (70 g),340.0,,,44.0,,6.0,16.0,12.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
176,Bakpia Premium Kacang Hijau,Bakpia Pathok 25,1.0,porsi (70 g),290.0,,,34.0,,5.0,15.0,13.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,
177,Bakpia Rasa Kacang Hijau,Bakpia Pathok 25,2.0,biji (60 g),210.0,,,27.0,,5.0,9.0,8.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
178,Bakpia Telo Ungu Premium,Bakpia Pathok 25,1.0,takaran saji (70 g),260.0,,,41.0,,3.0,9.0,7.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,
179,Bakso Ayam,Belfoods,100.0,g,130.0,,,10.0,,13.0,4.5,1.5,,,,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,
180,Bakso Ayam,Champ,100.0,g,160.0,,,12.0,,9.0,8.0,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,820.0,,,,,,,,,,,,,
181,Bakso Ayam,Daging,1.0,sedang,45.0,,,1.94,,5.43,1.57,0.45,0.354,0.551,,23.0,0.1,,,0.41,,,,,,,,,,,,,,,,,,,,,,124.0,56.0,,,,,,,,,,,,
182,Bakso Ayam,Jofrans,1.0,takaran saji (50 g),90.0,,,7.0,,7.0,4.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,
183,Bakso Ayam,Salam,1.0,sajian (50 g),60.0,,,5.0,,9.0,0.5,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,320.0,0.0,,,,,,,,,,,,
184,Bakso Cumi,Edo,1.0,biji (20 g),35.0,,,4.0,,2.0,1.5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
185,Bakso Daging Ayam,Ngetop,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Bakso Daging Ayam Keju (Ready To Go),Fiesta,1.0,sajian (60 g),70.0,,,4.0,,7.0,3.5,1.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,
187,Bakso Daging Ayam Kerikil,Umia-Mi,100.0,g,200.0,,,16.0,,19.0,7.0,4.5,,,,60.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,
188,Bakso Daging Babi,Daging,1.0,sedang,47.0,,,1.33,,5.55,1.95,0.566,0.355,0.853,,23.0,0.1,,,0.14,,,,,,,,,,,,,,,,,,,,,,223.0,80.0,,,,,,,,,,,,
189,Bakso Daging Sapi,Daging,1.0,sedang,57.0,,,2.12,,3.47,3.69,1.394,0.163,1.57,,21.0,0.1,,,0.42,,,,,,,,,,,,,,,,,,,,,,134.0,60.0,,,,,,,,,,,,
190,Bakso Daging Sapi,Salam,1.0,serving (50 g),70.0,,,3.0,,9.0,2.5,1.0,,,,20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,
191,Bakso Daging Sapi,YOMAS,100.0,g,160.0,,,3.0,,16.0,10.0,6.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Bakso Daging Sapi Dan Ayam Kombinasi,Alam,1.0,serving (50 g),80.0,,,7.0,,5.0,3.5,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,
193,Bakso Daging Sapi dan Babi,Daging,1.0,kecil,25.0,,,1.0,,1.9,1.43,0.53,0.085,0.607,,10.0,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,,63.0,34.0,,,,,,,,,,,,
194,Bakso Gochujang,Kanzler,1.0,porsi  (55 g),70.0,,,4.0,,9.0,2.5,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,320.0,0.0,,,,,,,,,,,,
195,Bakso Hot,Kanzler,1.0,sajian kemasan (55 g),90.0,,,6.0,,8.0,4.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,
196,Bakso Ikan,Cedea,1.0,porsi (70 g),90.0,,,9.0,,5.0,3.5,1.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Bakso Ikan,Teman Laut,1.0,buah (12 g),25.0,,,2.0,,1.0,1.5,0.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,
198,Bakso Ikan Besar,Cedea,1.0,porsi (20 g),25.0,,,3.0,,2.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,
199,Bakso Ikan Dan Udang,Teman Laut,1.0,takaran saji (12 g),20.0,,,2.0,,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
200,Bakso Kalkun,Daging,1.0,sedang,42.0,,,1.94,,5.5,1.16,0.383,0.31,0.277,,21.0,0.1,,,0.41,,,,,,,,,,,,,,,,,,,,,,121.0,65.0,,,,,,,,,,,,
201,Bakso Keju,Kanzler,1.0,takaran saji (48 g),70.0,,,4.0,,7.0,3.5,1.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,410.0,0.0,,,,,,,,,,,,
202,Bakso Kuah,Fiesta,100.0,g,90.0,,,4.0,,18.0,0.5,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,0.0,,,,,,,,,,,,
203,Bakso Original,Kanzler,1.0,takaran saji (48 g),70.0,,,3.0,,8.0,3.5,2.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,
204,Bakso Sapi,Champ,100.0,g,150.0,,,12.0,,12.0,6.0,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,920.0,,,,,,,,,,,,,
205,Bakso Sapi,Jofrans,3.0,butir (50 g),110.0,,,3.0,,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,
206,Bakso Sapi,Vitalia,1.0,sajian (50 g),90.0,,,8.0,,6.0,3.5,1.0,,,,15.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,
207,Bakso Sapi & Ayam,Viva Dahlia,1.0,porsi (33 g),40.0,,,2.0,,7.0,1.0,0.0,,,,15.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,
208,Bakso Sapi Regular,El Primo,100.0,g,150.0,,,11.0,,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,
209,Bakso Udang,Teman Laut,1.0,buah (12 g),35.0,,,4.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
210,Bakso tanpa Daging,Lainnya,100.0,gram (g),197.0,,,8.0,,21.0,9.0,1.425,4.666,2.188,,0.0,4.6,,,1.25,,,,,,,,,,,,,,,,,,,,,,550.0,180.0,,,,,,,,,,,,
211,Bali Dark 64%,POD,1.0,porsi (40 g),230.0,,,19.0,,3.0,16.0,10.0,,,,0.0,4.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Bali Extra Dark 80%,POD,1.0,porsi (40 g),250.0,,,15.0,,3.0,20.0,12.0,,,,0.0,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
213,Banana Corn Flakes,Kellogg's,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Banana Matcha Pudding,Acaii Tea,1.0,serving,228.0,,,26.0,,8.0,10.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Banana Milk Bites,Wonhae,1.0,porsi (10 g),40.0,,,9.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,
216,Banana Roll,Kartika Sari,1.0,buah,181.0,,,39.83,,3.7,2.15,0.554,0.396,0.909,,,4.2,,,14.89,,,,,,,,,,,,,,,,,,,,,,96.0,454.0,,,,,,,,,,,,
